Class,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 3,FFT histogram bin 4,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Words of length 14,Words of length 15,Words of length 16,Word homogeneity mean,Word homogeneity StdDev,Word homogeneity maximum,Word homoganity hist bin 0,Word homoganity hist bin 1,Word homoganity hist bin 2,Word homoganity hist bin 3,Word homoganity hist bin 4,Word homoganity hist bin 5,Word homoganity hist bin 6,Word homoganity hist bin 7,Punctuation characters ratio,Frequency of_Period,Frequency of_Quotation,Frequency of_Dash,Frequency of_Apostrophe,Frequency of_Plus,Frequency of_Backslash,Frequency of_Slash,Frequency of_Exclamation,Frequency of_Question,Frequency of_Parenthesis,Frequency of_Equal,Frequency of_Asterisk,Frequency of_Ampersand,Frequency of_Brace,Frequency of_Bracket,Frequency of_Semicolon,Frequency of_Colon,Use of upper case,Upper case word mean,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Emoticon :) / :-),Emoticon ;) / ;-),Emoticon :( / :-(,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Automated readability index,Coleman–Liau index,Emotion circumplex,Emotion circumplex mean,Emotion circumplex stddev,Emotion circumplex hist bin 0,Emotion circumplex hist bin 1,Emotion circumplex hist bin 2,Emotion circumplex hist bin 3,Emotion circumplex hist bin 4,Emotion circumplex hist bin 5,Emotion circumplex hist bin 6,Emotion circumplex hist bin 7,Word repetition span 3,Word repetition span 7,Word repetition span 11,Word repetition span 17,Use of numbers,Number diversity,Mean of numbers,positive words frequency,positive words mean,positive words stddev,positive words min,positive words max,positive words dif,positive words hist bin 0,positive words hist bin 1,positive words hist bin 2,positive words hist bin 3,positive words hist bin 4,positive words hist bin 5,positive words hist bin 6,positive words hist bin 7,negative words frequency,negative words mean,negative words stddev,negative words min,negative words max,negative words dif,negative words hist bin 0,negative words hist bin 1,negative words hist bin 2,negative words hist bin 3,negative words hist bin 4,negative words hist bin 5,negative words hist bin 6,negative words hist bin 7,hapiness words frequency,hapiness words mean,hapiness words stddev,hapiness words min,hapiness words max,hapiness words dif,hapiness words hist bin 0,hapiness words hist bin 1,hapiness words hist bin 2,hapiness words hist bin 3,hapiness words hist bin 4,hapiness words hist bin 5,hapiness words hist bin 6,hapiness words hist bin 7,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,science fields frequency,US states frequency,shapes frequency,school frequency,lanuages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,familiy frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,Soundex diversity,Soundex homogeneity mean,Soundex homogeneity StdDev,Soundex homogeneity maximum,Soundex homoganity hist bin 0,Soundex homoganity hist bin 1,Soundex homoganity hist bin 2,Soundex homoganity hist bin 3,Soundex homoganity hist bin 4,Playcount
Low,503,4.29423e-01,2.50590e+02,0,3.36932e+02,0,9.92032e+02,9.92048e-01,5.96400e-03,0,0,1.98800e-03,3.34173e+00,1.24101e-01,1.83453e-01,2.84173e-01,2.17626e-01,9.89210e-02,5.57550e-02,1.79860e-02,3.59700e-03,7.19400e-03,3.59700e-03,0,3.59700e-03,0,0,0,0,6.35900e-02,3.38540e-02,1.80000e-01,7.69230e-02,3.07692e-01,3.33333e-01,1.02564e-01,5.12820e-02,1.02564e-01,0,2.56410e-02,1.66998e-01,0,8.15110e-02,1.78930e-02,2.98210e-02,0,0,0,2.38570e-02,9.94000e-03,3.97600e-03,0,0,0,0,0,0,0,2.97620e-02,0,0,0,0,0,0,0,0,8.30769e+00,3.43253e+00,3.87692e+01,4.61540e-02,1.38462e-01,6.15380e-02,1.84615e-01,9.23080e-02,1.23077e-01,2.76923e-01,7.69230e-02,-1.54E+00,2.86390e-01,3.52200e+02,0,0,0,0,0,0,0,0,0,0,4.57260e-02,1.96819e-01,3.53877e-01,5.44732e-01,5.39600e-03,9.25900e-03,3.66667e+00,1.59050e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19280e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97610e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18690e-02,1.59050e-02,3.77730e-02,7.35590e-02,1.66998e-01,6.16300e-02,3.57850e-02,2.98210e-02,7.95200e-03,0,0,0,0,1.98800e-03,0,1.98800e-03,5.96400e-03,0,3.97600e-03,5.96400e-03,3.97600e-03,1.19280e-02,3.97600e-03,0,1.39170e-02,0,0,1.78930e-02,2.38570e-02,1.39170e-02,1.98810e-02,1.59050e-02,0,1.98800e-03,0,0,1.98800e-03,1.98800e-03,0,0,3.97600e-03,5.96400e-03,1.59050e-02,0,5.96400e-03,1.98800e-03,1.39170e-02,7.95200e-03,0,1.39170e-02,9.94000e-03,1.98800e-03,0,5.96400e-03,5.96400e-03,7.95200e-03,1.98800e-03,1.98800e-03,1.78930e-02,1.98800e-03,2.18690e-02,0,0,1.39170e-02,0,1.98800e-03,0,0,1.98800e-03,2.18690e-02,1.78930e-02,0,0,1.98800e-03,1.98800e-03,0,1.98800e-03,4.57260e-02,1.98800e-03,0,1.98800e-03,1.59050e-02,9.94000e-03,2.58450e-02,1.98800e-03,0,3.57850e-02,8.54870e-02,1.98800e-03,2.38570e-02,2.67986e-01,5.78850e-02,3.51700e-02,1.63636e-01,5.10204e-01,2.85714e-01,2.04080e-02,1.42857e-01,4.08160e-02,4606632.0 
Low,177,3.44633e-01,5.84486e+01,0,7.35526e+01,0,3.04494e+02,9.88701e-01,5.65000e-03,0,0,5.65000e-03,3.82199e+00,1.36126e-01,8.37700e-02,2.67016e-01,2.14660e-01,1.30890e-01,5.75920e-02,4.18850e-02,5.75920e-02,5.23600e-03,0,5.23600e-03,0,0,0,0,0,1.35903e-01,5.80140e-02,2.94118e-01,3.44830e-02,3.44830e-02,0,7.24138e-01,3.44830e-02,0,1.37931e-01,3.44830e-02,2.88136e-01,2.25990e-02,2.82490e-02,2.25990e-02,4.51980e-02,0,0,0,0,0,1.69492e-01,0,0,0,0,0,0,0,2.49220e-02,0,0,0,0,0,0,0,0,8.90476e+00,4.06969e+00,4.58571e+01,1.90476e-01,4.76190e-02,2.85714e-01,4.76190e-02,4.76190e-02,0,1.90476e-01,1.90476e-01,1.02395e+00,3.34923e+00,-1,0,0,0,0,0,0,0,0,0,0,2.25989e-01,3.89831e-01,5.14124e-01,5.87571e-01,4.18850e-02,3.27870e-02,3,3.95480e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12990e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95480e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35593e-01,1.12990e-02,9.60450e-02,1.24294e-01,1.07345e-01,1.12994e-01,3.95480e-02,0,0,0,0,0,0,0,0,0,2.25990e-02,5.65000e-03,2.25990e-02,2.25990e-02,6.21470e-02,5.65000e-03,5.65000e-03,5.65000e-03,0,0,5.65000e-03,5.65000e-03,5.65000e-03,3.38980e-02,3.38980e-02,0,2.82490e-02,2.82490e-02,0,2.82490e-02,2.82490e-02,0,0,0,0,1.12990e-02,0,5.65000e-03,0,5.65000e-03,3.38980e-02,0,5.65000e-03,0,0,2.82490e-02,5.65000e-03,0,3.95480e-02,0,0,5.65000e-03,0,0,0,0,5.65000e-03,0,0,2.82490e-02,0,0,1.69490e-02,1.69490e-02,0,2.82490e-02,0,0,2.25990e-02,0,5.08470e-02,2.25990e-02,0,0,5.65000e-03,1.12990e-02,0,0,0,3.95480e-02,2.25990e-02,0,0,2.87958e-01,1.43158e-01,6.74340e-02,3.68421e-01,6.40000e-01,1.20000e-01,1.60000e-01,4.00000e-02,4.00000e-02,252562.0 
Low,75,5.60000e-01,7.00764e+01,5.92368e+01,4.23501e+01,1.03515e+01,2.17697e+02,9.86667e-01,0,0,0,1.33330e-02,3.02597e+00,1.94805e-01,2.20779e-01,2.07792e-01,2.46753e-01,6.49350e-02,2.59740e-02,1.29870e-02,2.59740e-02,0,0,0,0,0,0,0,0,2.32143e-01,6.91600e-02,2.85714e-01,0,0,0,0,0,0,0,0,1.86667e-01,0,6.66670e-02,1.33330e-02,8.00000e-02,0,0,0,0,2.66670e-02,0,0,0,0,0,0,0,0,4.38870e-02,0,4,24,9.89949e+00,1.50470e-01,0,0,0,9.50000e+00,5,3.98750e+01,3.75000e-01,1.25000e-01,0,1.25000e-01,0,2.50000e-01,0,1.25000e-01,-2.43E+00,-1.12E+00,-1,0,0,0,0,0,0,0,0,0,0,6.66670e-02,2.00000e-01,2.66667e-01,3.20000e-01,6.49350e-02,9.52380e-02,1.66000e+01,1.33330e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66670e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66670e-02,0,6.66670e-02,1.06667e-01,2.26667e-01,6.66670e-02,0,5.33330e-02,0,0,0,0,0,2.66670e-02,0,0,0,0,0,1.33330e-02,0,0,6.66670e-02,0,1.33330e-02,0,0,1.33330e-02,1.33330e-02,1.33330e-02,1.33330e-02,1.33330e-02,0,0,0,0,0,0,0,0,0,0,1.33330e-02,0,0,0,1.33330e-02,4.00000e-02,0,1.33330e-02,0,0,0,0,0,4.00000e-02,0,0,1.33330e-02,0,0,0,0,1.33330e-02,0,0,0,0,0,1.33330e-02,1.33330e-02,0,0,0,0,1.33330e-02,0,0,0,0,0,1.33330e-02,0,1.33330e-02,0,0,5.33330e-02,6.66670e-02,0,8.00000e-02,4.67532e-01,2.57143e-01,8.57140e-02,4.28571e-01,0,0,0,0,0,0.0 
Low,399,3.68421e-01,1.83243e+02,1,2.52663e+02,1,7.93964e+02,9.97494e-01,0,0,0,2.50600e-03,3.48533e+00,1.06095e-01,1.87359e-01,2.70880e-01,1.96388e-01,1.17381e-01,6.32050e-02,3.83750e-02,1.58010e-02,0,4.51500e-03,0,0,0,0,0,0,4.90330e-02,3.40580e-02,2.05128e-01,8.77190e-02,2.80702e-01,4.21053e-01,1.57895e-01,1.75440e-02,0,1.75440e-02,1.75440e-02,2.03008e-01,0,4.76190e-02,0,1.07769e-01,0,0,0,0,1.75440e-02,3.00750e-02,0,0,0,0,0,0,0,3.33980e-02,0,0,0,0,0,0,0,0,8.11111e+00,2.64342e+00,3.82593e+01,3.33333e-01,2.03704e-01,2.22222e-01,5.55560e-02,5.55560e-02,7.40740e-02,1.85190e-02,3.70370e-02,-9.59E-01,1.04441e+00,104,0,0,0,0,0,0,0,0,0,0,3.50880e-02,8.27070e-02,1.62907e-01,2.65664e-01,2.25700e-03,6.80300e-03,1,2.50600e-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25310e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75690e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25560e-02,8.52130e-02,9.27320e-02,1.05263e-01,2.08020e-01,6.76690e-02,7.76940e-02,5.01250e-02,2.50600e-03,0,0,0,0,5.01300e-03,0,0,0,1.00250e-02,1.50380e-02,1.50380e-02,5.01300e-03,4.51130e-02,3.00750e-02,0,2.00500e-02,0,1.75440e-02,2.00500e-02,2.00500e-02,2.00500e-02,2.00500e-02,2.00500e-02,0,0,2.50600e-03,0,0,0,2.50600e-03,0,0,0,2.00500e-02,0,0,0,3.00750e-02,2.50630e-02,1.00250e-02,2.25560e-02,7.51900e-03,0,0,0,7.51900e-03,2.25560e-02,0,0,2.00500e-02,0,0,2.50600e-03,1.50380e-02,2.00500e-02,0,0,1.50380e-02,0,5.01300e-03,2.50630e-02,2.00500e-02,0,0,1.25310e-02,0,1.75440e-02,7.51900e-03,2.75690e-02,7.51900e-03,0,0,2.00500e-02,0,2.50600e-03,7.51900e-03,0,5.26320e-02,8.02010e-02,0,5.01300e-03,2.79910e-01,4.85740e-02,3.68450e-02,2.50000e-01,9.01961e-01,5.88240e-02,1.96080e-02,0,1.96080e-02,9374050.0 
Low,196,7.24490e-01,1.53124e+02,1.09458e+02,8.29178e+01,1.60312e+01,3.81755e+02,9.89796e-01,5.10200e-03,0,0,5.10200e-03,3.51046e+00,1.42259e-01,1.46444e-01,2.51046e-01,1.96653e-01,1.54812e-01,3.76570e-02,5.43930e-02,4.18400e-03,4.18400e-03,8.36800e-03,0,0,0,0,0,0,1.27424e-01,4.29140e-02,2.63158e-01,5.26320e-02,0,5.78947e-01,0,3.15789e-01,0,0,5.26320e-02,1.22449e-01,5.10200e-03,2.04080e-02,1.02040e-02,4.08160e-02,0,0,0,2.04080e-02,5.10200e-03,2.04080e-02,0,0,0,0,0,0,0,5.46740e-02,3,0,0,0,0,0,0,0,4.89583e+00,2.01287e+00,2.36250e+01,4.16670e-02,1.04167e-01,4.16670e-02,2.70833e-01,2.08333e-01,1.25000e-01,8.33330e-02,1.25000e-01,-2.45E+00,-1.20E+00,-1,0,0,0,0,0,0,0,0,0,0,7.14290e-02,1.73469e-01,2.65306e-01,3.21429e-01,8.36800e-03,1.40850e-02,1.50000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04080e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04080e-02,7.65310e-02,0,8.67350e-02,1.47959e-01,4.59180e-02,5.10200e-02,3.57140e-02,5.10200e-03,0,0,0,5.10200e-03,0,0,0,0,5.10200e-03,5.10200e-03,4.08160e-02,1.02040e-02,4.59180e-02,1.02040e-02,0,0,0,1.02040e-02,5.10200e-03,1.02040e-02,5.10200e-03,5.10200e-03,1.53060e-02,1.02040e-02,1.53060e-02,1.02040e-02,0,0,5.10200e-03,0,5.10200e-03,5.10200e-03,5.10200e-03,5.10200e-03,0,5.10200e-03,0,0,1.02040e-02,0,0,1.53060e-02,5.10200e-03,5.10200e-03,1.02040e-02,1.02040e-02,2.04080e-02,5.10200e-03,5.10200e-03,0,5.10200e-03,1.02040e-02,0,5.10200e-03,0,0,5.10200e-03,5.10200e-03,1.53060e-02,0,1.02040e-02,5.10200e-03,0,0,5.10200e-03,1.02040e-02,1.02040e-02,5.10200e-03,3.06120e-02,0,0,1.02040e-02,1.02040e-02,0,1.53060e-02,0,0,1.53060e-02,1.12245e-01,1.02040e-02,1.02040e-02,4.56067e-01,1.10507e-01,5.32190e-02,2.60870e-01,1.66667e-01,4.16667e-01,2.50000e-01,8.33330e-02,8.33330e-02,2984089.0 
Low,370,5.13514e-01,2.10983e+02,1,2.58608e+02,0,7.39130e+02,9.08108e-01,0,0,0,9.18920e-02,3.40587e+00,1.19804e-01,1.49144e-01,2.51834e-01,2.93399e-01,1.07579e-01,4.40100e-02,2.44500e-02,4.89000e-03,2.44500e-03,2.44500e-03,0,0,0,0,0,0,7.87640e-02,4.35180e-02,2.16216e-01,2.85710e-02,1.42857e-01,3.42857e-01,8.57140e-02,2.57143e-01,1.14286e-01,0,2.85710e-02,2.67568e-01,0,1.37838e-01,5.40500e-03,4.32430e-02,0,0,0,0,1.35140e-02,6.75680e-02,0,0,0,0,0,0,0,4.17750e-02,0,0,0,0,0,0,0,0,7.90196e+00,3.29143e+00,3.75490e+01,1.17647e-01,3.92160e-02,1.96080e-02,2.94118e-01,2.15686e-01,5.88240e-02,1.56863e-01,9.80390e-02,-1.44E+00,4.80598e-01,-1,0,0,0,0,0,0,0,0,0,0,5.94590e-02,1.37838e-01,2.35135e-01,3.54054e-01,1.71150e-02,3.15790e-02,4.28571e+00,8.10800e-03,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40500e-03,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02700e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32430e-02,3.78380e-02,2.43240e-02,7.56760e-02,2.05405e-01,6.48650e-02,7.29730e-02,3.24320e-02,1.62160e-02,2.70300e-03,0,0,5.40500e-03,8.10800e-03,0,0,1.35140e-02,2.70300e-03,1.08110e-02,2.16220e-02,8.10800e-03,2.97300e-02,1.35140e-02,8.10800e-03,8.10800e-03,0,0,5.40500e-03,1.89190e-02,1.08110e-02,1.08110e-02,1.08110e-02,8.10800e-03,5.40500e-03,1.62160e-02,0,0,5.40500e-03,5.40500e-03,0,0,5.40500e-03,8.10800e-03,0,0,5.40500e-03,1.08110e-02,1.35140e-02,2.70300e-03,1.35140e-02,1.62160e-02,2.70300e-03,5.40500e-03,2.70300e-03,3.51350e-02,1.35140e-02,2.70300e-03,2.70300e-03,5.40500e-03,1.08110e-02,2.16220e-02,2.70300e-03,8.10800e-03,5.40500e-03,2.70300e-03,8.10800e-03,0,0,8.10800e-03,1.89190e-02,1.08110e-02,0,2.70300e-03,2.70300e-03,2.70300e-03,5.40500e-03,2.70300e-03,3.78380e-02,2.70300e-03,0,2.70300e-03,8.10800e-03,8.10800e-03,1.62160e-02,2.70300e-03,2.70300e-03,3.51350e-02,1.00000e-01,2.16220e-02,1.35140e-02,3.32518e-01,7.50000e-02,4.81360e-02,2.00000e-01,5.60976e-01,9.75610e-02,1.95122e-01,1.21951e-01,2.43900e-02,87616454.0 
Low,503,5.36779e-01,1.67252e+02,0,3.00171e+02,0,1.00589e+03,9.96024e-01,1.98800e-03,0,0,1.98800e-03,3.60394e+00,1.50538e-01,1.52330e-01,2.27599e-01,1.88172e-01,1.36201e-01,6.45160e-02,4.12190e-02,1.61290e-02,1.07530e-02,7.16800e-03,5.37600e-03,0,0,0,0,0,4.78260e-02,3.71780e-02,2.20000e-01,2.82609e-01,4.34783e-01,2.17391e-01,0,0,4.34780e-02,0,2.17390e-02,1.96819e-01,0,8.15110e-02,2.38570e-02,8.54870e-02,0,0,0,1.98800e-03,3.97600e-03,0,0,0,0,0,0,0,0,3.87910e-02,0,0,0,0,0,0,0,0,9.55172e+00,2.61410e+00,4.62241e+01,5.17240e-02,1.03448e-01,3.96552e-01,2.06897e-01,1.89655e-01,3.44830e-02,0,1.72410e-02,3.20432e-01,2.29227e+00,-1,0,0,0,0,0,0,0,0,0,0,4.77140e-02,1.55070e-01,2.32604e-01,3.30020e-01,1.97130e-02,2.22220e-02,4.45455e+00,2.58450e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78930e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98210e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18690e-02,8.94630e-02,9.74160e-02,9.34390e-02,1.23260e-01,7.35590e-02,5.36780e-02,2.38570e-02,3.18090e-02,1.98800e-03,0,3.97600e-03,1.98800e-03,7.95200e-03,0,3.97600e-03,5.96400e-03,3.97600e-03,5.96400e-03,3.97610e-02,0,4.57260e-02,3.97600e-03,7.95200e-03,1.19280e-02,1.98800e-03,9.94000e-03,5.96400e-03,7.95200e-03,9.94000e-03,7.95200e-03,3.18090e-02,1.98800e-03,3.97600e-03,1.98800e-03,0,0,1.98800e-03,1.98800e-03,1.98800e-03,1.98800e-03,1.98800e-03,1.19280e-02,0,7.95200e-03,0,9.94000e-03,1.59050e-02,0,9.94000e-03,5.96400e-03,1.98800e-03,1.98800e-03,7.95200e-03,1.98810e-02,1.78930e-02,3.97600e-03,1.98800e-03,5.96400e-03,3.97600e-03,7.95200e-03,0,3.97600e-03,5.96400e-03,1.98800e-03,0,0,0,5.96400e-03,3.18090e-02,1.19280e-02,0,7.95200e-03,1.98800e-03,5.96400e-03,5.96400e-03,3.97600e-03,4.37380e-02,3.97600e-03,0,1.98800e-03,7.95200e-03,9.94000e-03,5.96400e-03,3.97600e-03,0,2.98210e-02,1.15308e-01,0,3.97600e-03,3.81720e-01,4.59890e-02,3.55260e-02,2.00000e-01,8.43137e-01,7.84310e-02,3.92160e-02,1.96080e-02,1.96080e-02,1092642.0 
Low,249,6.66667e-01,2.22768e+02,2.42192e+02,1.14432e+02,1,4.75080e+02,9.91968e-01,4.01600e-03,0,0,4.01600e-03,3.84698e+00,1.20996e-01,1.70819e-01,1.95730e-01,1.92171e-01,1.20996e-01,6.76160e-02,6.40570e-02,3.91460e-02,2.84700e-02,0,0,0,0,0,0,0,8.77190e-02,4.03170e-02,1.66667e-01,3.15789e-01,0,3.68421e-01,0,0,2.10526e-01,0,1.05263e-01,1.40562e-01,0,8.03210e-02,0,6.02410e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01970e-02,2,0,0,0,0,0,0,0,8.71875e+00,3.17445e+00,4.43125e+01,6.25000e-02,1.25000e-01,6.25000e-02,2.18750e-01,2.50000e-01,9.37500e-02,1.56250e-01,3.12500e-02,1.04863e+00,3.42523e+00,-1,0,0,0,0,0,0,0,0,0,0,3.21290e-02,6.42570e-02,1.08434e-01,1.72691e-01,1.77940e-02,1.80720e-02,1.61260e+03,1.20480e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60640e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63050e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22090e-02,1.00402e-01,6.82730e-02,1.08434e-01,1.32530e-01,6.82730e-02,6.42570e-02,1.20480e-02,4.01600e-03,0,0,4.01600e-03,4.01600e-03,0,0,4.01600e-03,1.20480e-02,2.00800e-02,3.61450e-02,4.81930e-02,4.01600e-03,2.81120e-02,8.03200e-03,0,0,0,2.40960e-02,4.01600e-03,8.03200e-03,0,8.03200e-03,1.20480e-02,8.03200e-03,8.03200e-03,4.01600e-03,0,4.01600e-03,8.03200e-03,4.01600e-03,0,4.01600e-03,8.03200e-03,1.20480e-02,0,4.01600e-03,8.03200e-03,1.60640e-02,1.20480e-02,2.40960e-02,0,8.03200e-03,0,4.01600e-03,1.20480e-02,8.03200e-03,8.03200e-03,0,0,4.01600e-03,1.20480e-02,8.03200e-03,0,2.00800e-02,4.01600e-03,0,0,8.03200e-03,0,4.01600e-03,4.01600e-03,4.01600e-03,0,1.20480e-02,8.03200e-03,4.01600e-03,4.01600e-03,1.60640e-02,6.02410e-02,8.03200e-03,0,4.01600e-03,4.01600e-03,4.01600e-03,1.20480e-02,4.01600e-03,0,2.00800e-02,1.08434e-01,1.60640e-02,1.60640e-02,4.73310e-01,7.93650e-02,3.41360e-02,1.78571e-01,1.85185e-01,5.55556e-01,1.48148e-01,7.40740e-02,3.70370e-02,644266.0 
Low,395,2.40506e-01,3.06648e+02,2.54810e+02,1.92755e+02,0,7.64289e+02,9.97468e-01,0,0,0,2.53200e-03,3.43160e+00,1.39151e-01,1.65094e-01,2.26415e-01,2.42925e-01,1.50943e-01,1.41510e-02,3.30190e-02,1.41510e-02,1.41510e-02,0,0,0,0,0,0,0,7.83740e-02,3.24390e-02,1.53846e-01,1.88680e-02,7.54720e-02,2.64151e-01,0,2.45283e-01,3.01887e-01,5.66040e-02,3.77360e-02,2.53165e-01,0,3.79750e-02,2.53200e-03,9.11390e-02,0,0,0,0,1.51900e-02,1.06329e-01,0,0,0,0,0,0,0,3.41310e-02,0,2,10,0,5.09400e-03,0,0,0,8.21569e+00,3.46588e+00,3.84902e+01,1.56863e-01,1.17647e-01,1.37255e-01,3.52941e-01,7.84310e-02,1.96080e-02,5.88240e-02,7.84310e-02,-1.16E+00,7.74966e-01,-1,0,0,0,0,0,0,0,0,0,0,2.27850e-02,2.37975e-01,4.02532e-01,6.30380e-01,0,0,0,4.05060e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26580e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82280e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30380e-02,9.62030e-02,5.82280e-02,1.39241e-01,1.84810e-01,9.87340e-02,9.87340e-02,5.31650e-02,2.02530e-02,2.53200e-03,0,0,1.51900e-02,0,0,2.53200e-03,2.53200e-03,0,4.81010e-02,2.53200e-03,0,3.29110e-02,2.02530e-02,2.53200e-03,1.26580e-02,0,2.78480e-02,1.26580e-02,1.51900e-02,1.26580e-02,2.27850e-02,3.03800e-02,2.53200e-03,2.78480e-02,1.01270e-02,0,2.53200e-03,2.53200e-03,0,2.53200e-03,0,1.77220e-02,1.26580e-02,0,2.53200e-03,0,1.51900e-02,3.79750e-02,1.01270e-02,1.26580e-02,1.51900e-02,0,2.53200e-03,0,3.03800e-02,3.03800e-02,0,2.53200e-03,2.27850e-02,1.01270e-02,0,1.26580e-02,1.01270e-02,1.26580e-02,2.53200e-03,0,1.01270e-02,0,1.77220e-02,1.51900e-02,1.26580e-02,0,2.53200e-03,2.27850e-02,0,3.03800e-02,1.26580e-02,2.53160e-02,1.51900e-02,0,2.53200e-03,2.27850e-02,0,2.02530e-02,0,0,1.77220e-02,1.03797e-01,0,0,1.98113e-01,7.18950e-02,2.96300e-02,1.42857e-01,1.96080e-02,4.90196e-01,9.80390e-02,2.94118e-01,9.80390e-02,24295041.0 
